geonameid	name	latitude	longitude	cc	timezone
2953339	Bad Soden am Taunus	50.141	8.504	DE	Europe/Berlin
2953341	Bad Segeberg	53.943	10.302	DE	Europe/Berlin
2953347	Bad Schwartau	53.919	10.697	DE	Europe/Berlin
2953357	Bad Salzungen	50.813	10.236	DE	Europe/Berlin
2953358	Bad Salzuflen	52.086	8.744	DE	Europe/Berlin
2953363	Bad Sackingen	47.554	7.946	DE	Europe/Berlin
2953371	Bad Reichenhall	47.729	12.878	DE	Europe/Berlin
2953374	Bad Rappenau	49.238	9.102	DE	Europe/Berlin
2953379	Bad Pyrmont	51.986	9.252	DE	Europe/Berlin
2953385	Bad Oldesloe	53.812	10.374	DE	Europe/Berlin
2953386	Bad Oeynhausen	52.207	8.804	DE	Europe/Berlin
2953389	Bad Neustadt an der Saale	50.322	10.207	DE	Europe/Berlin
2953391	Bad Neuenahr-Ahrweiler	50.543	7.111	DE	Europe/Berlin
2953395	Bad Nauheim	50.365	8.739	DE	Europe/Berlin
2953398	Bad Muenstereifel	50.557	6.764	DE	Europe/Berlin
2953400	Bad Muender am Deister	52.196	9.464	DE	Europe/Berlin
2953402	Bad Mergentheim	49.493	9.774	DE	Europe/Berlin
2953405	Bad Lippspringe	51.783	8.817	DE	Europe/Berlin
2953413	Bad Langensalza	51.108	10.646	DE	Europe/Berlin
2953416	Bad Kreuznach	49.841	7.867	DE	Europe/Berlin
2953424	Bad Kissingen	50.202	10.078	DE	Europe/Berlin
2953435	Bad Honnef	50.643	7.228	DE	Europe/Berlin
2953436	Bad Homburg vor der Hoehe	50.227	8.618	DE	Europe/Berlin
2953439	Bad Hersfeld	50.872	9.709	DE	Europe/Berlin
2953449	Bad Harzburg	51.883	10.562	DE	Europe/Berlin
2953464	Bad Essen	52.317	8.333	DE	Europe/Berlin
2953504	Baden-Baden	48.761	8.240	DE	Europe/Berlin
2953522	Bad Duerkheim	49.462	8.172	DE	Europe/Berlin
2953525	Bad Driburg	51.733	9.020	DE	Europe/Berlin
2953545	Bad Berleburg	51.052	8.392	DE	Europe/Berlin
2953552	Bad Bentheim	52.301	7.158	DE	Europe/Berlin
2953558	Bad Aibling	47.864	12.011	DE	Europe/Berlin
2953568	Backnang	48.947	9.437	DE	Europe/Berlin
2953770	Babenhausen	49.965	8.951	DE	Europe/Berlin
2954006	Aurich	53.469	7.482	DE	Europe/Berlin
2954172	Augsburg	48.372	10.899	DE	Europe/Berlin
2954602	Auerbach	50.512	12.401	DE	Europe/Berlin
2954695	Aue	50.590	12.707	DE	Europe/Berlin
2954932	Attendorn	51.126	7.903	DE	Europe/Berlin
2955168	Aschersleben	51.757	11.461	DE	Europe/Berlin
2955224	Ascheberg	51.783	7.617	DE	Europe/Berlin
2955272	Aschaffenburg	49.977	9.152	DE	Europe/Berlin
2955421	Bad Arolsen	51.380	9.014	DE	Europe/Berlin
2955439	Arnstadt	50.840	10.952	DE	Europe/Berlin
2955471	Arnsberg	51.383	8.083	DE	Europe/Berlin
2955770	Apolda	51.026	11.516	DE	Europe/Berlin
2955773	Aplerbeck	51.483	7.550	DE	Europe/Berlin
2955936	Ansbach	49.305	10.593	DE	Europe/Berlin
2956005	Annaberg-Buchholz	50.580	13.006	DE	Europe/Berlin
2956093	Angermuende	53.015	13.999	DE	Europe/Berlin
2956206	Andernach	50.431	7.404	DE	Europe/Berlin
2956656	Amberg	49.443	11.863	DE	Europe/Berlin
2956710	Alzey	49.747	8.115	DE	Europe/Berlin
2956715	Alzenau in Unterfranken	50.089	9.065	DE	Europe/Berlin
2957185	Altglienicke	52.411	13.536	DE	Europe/Berlin
2957773	Altenburg	50.988	12.437	DE	Europe/Berlin
2957886	Altena	51.295	7.673	DE	Europe/Berlin
2958024	Altdorf bei Nuernberg	49.386	11.357	DE	Europe/Berlin
2958105	Alsterdorf	53.611	10.013	DE	Europe/Berlin
2958128	Alsfeld	50.752	9.271	DE	Europe/Berlin
2958141	Alsdorf	50.877	6.164	DE	Europe/Berlin
2958516	Alfter	50.733	7.017	DE	Europe/Berlin
2958533	Alfeld	51.984	9.820	DE	Europe/Berlin
2958595	Albstadt	48.216	9.026	DE	Europe/Berlin
2958975	Aichach	48.458	11.134	DE	Europe/Berlin
2959083	Ahrensburg	53.675	10.226	DE	Europe/Berlin
2959223	Ahlen	51.763	7.889	DE	Europe/Berlin
2959279	Ahaus	52.079	7.013	DE	Europe/Berlin
2959441	Adlershof	52.435	13.548	DE	Europe/Berlin
2959681	Achim	53.014	9.026	DE	Europe/Berlin
2959686	Achern	48.631	8.076	DE	Europe/Berlin
2959927	Aalen	48.838	10.093	DE	Europe/Berlin
3207197	Vellmar	51.358	9.480	DE	Europe/Berlin
3247449	Aachen	50.777	6.083	DE	Europe/Berlin
3272460	Moerfelden-Walldorf	49.995	8.584	DE	Europe/Berlin
3272941	Riedstadt	49.834	8.496	DE	Europe/Berlin
3274966	Lauda-Konigshofen	49.565	9.708	DE	Europe/Berlin
3336891	Filderstadt	48.657	9.220	DE	Europe/Berlin
3336892	Ostfildern	48.727	9.250	DE	Europe/Berlin
3336893	Rodgau	50.026	8.886	DE	Europe/Berlin
3337408	Gropiusstadt	52.427	13.461	DE	Europe/Berlin
3337504	Seeheim-Jugenheim	49.765	8.652	DE	Europe/Berlin
6472198	Bonn Hardtberg	50.704	7.054	DE	Europe/Berlin
6545288	Charlottenburg-Nord	52.530	13.294	DE	Europe/Berlin
6545310	Mitte	52.520	13.405	DE	Europe/Berlin
6558039	Rheinstetten	48.969	8.307	DE	Europe/Berlin
6691072	Altstadt Sud	50.933	6.960	DE	Europe/Berlin
6691073	Altstadt Nord	50.939	6.958	DE	Europe/Berlin
6691076	Neuehrenfeld	50.958	6.936	DE	Europe/Berlin
6691078	Bilderstoeckchen	50.970	6.930	DE	Europe/Berlin
6930414	Stuttgart-Ost	48.784	9.210	DE	Europe/Berlin
6941055	Bochum-Hordel	51.502	7.176	DE	Europe/Berlin
6944296	St. Pauli	53.557	9.964	DE	Europe/Berlin
7118093	Gallus	50.100	8.630	DE	Europe/Berlin
7274677	Eidelstedt	53.607	9.905	DE	Europe/Berlin
7284571	Eisleben Lutherstadt	51.528	11.548	DE	Europe/Berlin
7289614	Halle Neustadt	51.479	11.916	DE	Europe/Berlin
7290243	Bergedorf	53.485	10.229	DE	Europe/Berlin
7290252	Spandau	52.551	13.199	DE	Europe/Berlin
7290255	Treptow	52.494	13.445	DE	Europe/Berlin
7290401	Niederrad	50.083	8.629	DE	Europe/Berlin
7302786	Haselbachtal	51.236	14.026	DE	Europe/Berlin
7303020	Wittenberg	51.866	12.650	DE	Europe/Berlin
7627288	AEussere Neustadt	51.069	13.756	DE	Europe/Berlin
7932342	Barmbek-Nord	53.605	10.040	DE	Europe/Berlin
7932343	Barmbek-Sued	53.580	10.041	DE	Europe/Berlin
7932386	Farmsen-Berne	53.606	10.120	DE	Europe/Berlin
8334621	Falkenhagener Feld	52.552	13.168	DE	Europe/Berlin
8334622	Neu-Hohenschoenhausen	52.567	13.513	DE	Europe/Berlin
8334624	Alt-Hohenschoenhausen	52.546	13.501	DE	Europe/Berlin
8334625	Fennpfuhl	52.529	13.473	DE	Europe/Berlin
8354626	Hamburg-Nord	53.589	9.984	DE	Europe/Berlin
8378906	Burg Unter-Falkenstein	47.704	12.105	DE	Europe/Berlin
8593855	Neustadt/Nord	50.949	6.948	DE	Europe/Berlin
8593856	Neustadt/Sued	50.925	6.948	DE	Europe/Berlin
8593861	Kalk	50.940	7.006	DE	Europe/Berlin
8593863	Rodenkirchen	50.893	6.995	DE	Europe/Berlin
8593865	Muelheim	50.966	7.004	DE	Europe/Berlin
8642860	Gartenstadt	49.459	8.404	DE	Europe/Berlin
9238414	Kroepeliner-Tor-Vorstadt	54.088	12.115	DE	Europe/Berlin
11258605	Duesseldorf-Pempelfort	51.238	6.787	DE	Europe/Berlin
11594317	Burglesum	53.165	8.689	DE	Europe/Berlin
11669492	Altona-Altstadt	53.550	9.947	DE	Europe/Berlin
11669493	Altona-Nord	53.563	9.943	DE	Europe/Berlin
11669496	Dulsberg	53.584	10.064	DE	Europe/Berlin
11669497	Hoheluft-Ost	53.584	9.976	DE	Europe/Berlin
11951298	Sachsenheim	48.960	9.065	DE	Europe/Berlin
11952858	Petershausen-West	47.674	9.178	DE	Europe/Berlin
12035575	Kronberg Tal	50.179	8.504	DE	Europe/Berlin
12188617	Remseck am Neckar	48.872	9.273	DE	Europe/Berlin
12492033	Altstadt	49.755	6.640	DE	Europe/Berlin
220782	Tadjoura	11.788	42.882	DJ	Africa/Djibouti
221527	Obock	11.967	43.288	DJ	Africa/Djibouti
223817	Djibouti	11.589	43.145	DJ	Africa/Djibouti
223890	Dikhil	11.105	42.370	DJ	Africa/Djibouti
225037	Arta	11.526	42.852	DJ	Africa/Djibouti
225284	Ali Sabih	11.156	42.713	DJ	Africa/Djibouti
2610020	Vordingborg	55.008	11.911	DK	Europe/Copenhagen
2610319	Viborg	56.453	9.402	DK	Europe/Copenhagen
2610613	Vejle	55.709	9.536	DK	Europe/Copenhagen
2610734	Vanlose	55.684	12.487	DK	Europe/Copenhagen
2610789	Vallensbaek	55.622	12.385	DK	Europe/Copenhagen
2610802	Valby	55.666	12.514	DK	Europe/Copenhagen
2611497	Tonder	54.933	8.867	DK	Europe/Copenhagen
2611828	Taastrup	55.650	12.302	DK	Europe/Copenhagen
2612045	Svendborg	55.060	10.607	DK	Europe/Copenhagen
2612629	Stenlose	55.768	12.197	DK	Europe/Copenhagen
2613102	Sonderborg	54.909	9.789	DK	Europe/Copenhagen
2613233	Solrod Strand	55.533	12.222	DK	Europe/Copenhagen
2613460	Slagelse	55.403	11.355	DK	Europe/Copenhagen
2613731	Skive	56.567	9.027	DK	Europe/Copenhagen
2614030	Silkeborg	56.170	9.545	DK	Europe/Copenhagen
2614481	Roskilde	55.642	12.080	DK	Europe/Copenhagen
2614600	Rodovre	55.681	12.454	DK	Europe/Copenhagen
2614764	Ringsted	55.443	11.790	DK	Europe/Copenhagen
2615006	Randers	56.461	10.036	DK	Europe/Copenhagen
2615876	Odense	55.396	10.388	DK	Europe/Copenhagen
2615961	Nykobing Falster	54.769	11.874	DK	Europe/Copenhagen
2616015	Nyborg	55.313	10.790	DK	Europe/Copenhagen
2616038	Naestved	55.230	11.761	DK	Europe/Copenhagen
2616235	Norresundby	57.059	9.923	DK	Europe/Copenhagen
2616933	Middelfart	55.506	9.731	DK	Europe/Copenhagen
2617658	Lillerod	55.875	12.346	DK	Europe/Copenhagen
2618415	Koge	55.458	12.182	DK	Europe/Copenhagen
2618425	Copenhagen	55.676	12.566	DK	Europe/Copenhagen
2618528	Kolding	55.490	9.472	DK	Europe/Copenhagen
2618741	Klinteby Frihed	55.197	11.596	DK	Europe/Copenhagen
2619154	Kalundborg	55.680	11.089	DK	Europe/Copenhagen
2619377	Ishoj	55.615	12.352	DK	Europe/Copenhagen
2619528	Hvidovre	55.643	12.477	DK	Europe/Copenhagen
2619771	Horsens	55.861	9.850	DK	Europe/Copenhagen
2619856	Horsholm	55.881	12.501	DK	Europe/Copenhagen
2620046	Holstebro	56.360	8.616	DK	Europe/Copenhagen
2620147	Holbaek	55.718	11.713	DK	Europe/Copenhagen
2620214	Hjorring	57.464	9.982	DK	Europe/Copenhagen
2620320	Hillerod	55.928	12.301	DK	Europe/Copenhagen
2620425	Herning	56.136	8.977	DK	Europe/Copenhagen
2620473	Helsingor	56.036	12.614	DK	Europe/Copenhagen
2620583	Hedensted	55.770	9.701	DK	Europe/Copenhagen
2620964	Haderslev	55.249	9.488	DK	Europe/Copenhagen
2621215	Greve	55.583	12.300	DK	Europe/Copenhagen
2621356	Glostrup	55.667	12.404	DK	Europe/Copenhagen
2621912	Frederikssund	55.840	12.069	DK	Europe/Copenhagen
2621927	Frederikshavn	57.441	10.537	DK	Europe/Copenhagen
2621942	Frederiksberg	55.679	12.535	DK	Europe/Copenhagen
2621951	Fredericia	55.566	9.753	DK	Europe/Copenhagen
2622306	Farum	55.809	12.361	DK	Europe/Copenhagen
2622447	Esbjerg	55.470	8.452	DK	Europe/Copenhagen
2623188	Charlottenlund	55.752	12.575	DK	Europe/Copenhagen
2623340	Brondbyvester	55.646	12.410	DK	Europe/Copenhagen
2624112	Birkerod	55.848	12.428	DK	Europe/Copenhagen
2624341	Ballerup	55.732	12.363	DK	Europe/Copenhagen
2624427	Avedore	55.627	12.456	DK	Europe/Copenhagen
2624652	Arhus	56.157	10.211	DK	Europe/Copenhagen
2624843	Allerod	55.870	12.357	DK	Europe/Copenhagen
2624886	Aalborg	57.048	9.919	DK	Europe/Copenhagen
2624906	Albertslund	55.657	12.364	DK	Europe/Copenhagen
2625070	Aabenraa	55.044	9.417	DK	Europe/Copenhagen
3575635	Roseau	15.302	-61.388	DM	America/Dominica
3491941	Villa Francisca	18.483	-69.889	DO	America/Santo_Domingo
3491946	Villa Consuelo	18.483	-69.900	DO	America/Santo_Domingo
3491948	Villa Bisono	19.564	-70.876	DO	America/Santo_Domingo
3491952	Villa Altagracia	18.673	-70.171	DO	America/Santo_Domingo
3492517	Tamboril	19.485	-70.611	DO	America/Santo_Domingo
3492908	Santo Domingo	18.472	-69.892	DO	America/Santo_Domingo
3492914	Santiago de los Caballeros	19.452	-70.697	DO	America/Santo_Domingo
3492984	Santa Cruz de El Seibo	18.766	-69.039	DO	America/Santo_Domingo
3492985	Santa Cruz de Barahona	18.209	-71.101	DO	America/Santo_Domingo
3493032	San Pedro de Macoris	18.454	-69.309	DO	America/Santo_Domingo
3493081	San Juan de la Maguana	18.806	-71.230	DO	America/Santo_Domingo
3493100	San Jose de Ocoa	18.547	-70.506	DO	America/Santo_Domingo
3493146	San Francisco de Macoris	19.301	-70.253	DO	America/Santo_Domingo
3493174	San Fernando de Monte Cristi	19.848	-71.646	DO	America/Santo_Domingo
3493175	Puerto Plata	19.793	-70.688	DO	America/Santo_Domingo
3493240	Salvaleon de Higueey	18.615	-68.708	DO	America/Santo_Domingo
3493283	Salcedo	19.378	-70.418	DO	America/Santo_Domingo
3493383	Sabaneta	19.478	-71.341	DO	America/Santo_Domingo
3493482	Sabana Grande de Boya	18.945	-69.793	DO	America/Santo_Domingo
3493769	Rio Grande	19.667	-70.767	DO	America/Santo_Domingo
3494121	Quisqueya	18.555	-69.408	DO	America/Santo_Domingo
3494242	Punta Cana	18.582	-68.404	DO	America/Santo_Domingo
3495857	Neiba	18.481	-71.420	DO	America/Santo_Domingo
3496021	Nagua	19.383	-69.847	DO	America/Santo_Domingo
3496134	Monte Plata	18.807	-69.784	DO	America/Santo_Domingo
3496150	Monte Llano	19.735	-70.599	DO	America/Santo_Domingo
3496331	Moca	19.394	-70.526	DO	America/Santo_Domingo
3496831	Mao	19.552	-71.078	DO	America/Santo_Domingo
3500370	Las Matas de Farfan	18.873	-71.517	DO	America/Santo_Domingo
3500957	La Romana	18.427	-68.973	DO	America/Santo_Domingo
3504158	Jarabacoa	19.117	-70.636	DO	America/Santo_Domingo
3504765	Hato Mayor del Rey	18.763	-69.257	DO	America/Santo_Domingo
3505855	Esperanza	19.585	-70.985	DO	America/Santo_Domingo
3508952	Dajabon	19.549	-71.708	DO	America/Santo_Domingo
3509183	Cristo Rey	18.500	-69.933	DO	America/Santo_Domingo
3509207	Cotui	19.053	-70.149	DO	America/Santo_Domingo
3509363	Constanza	18.909	-70.745	DO	America/Santo_Domingo
3509382	Concepcion de La Vega	19.222	-70.530	DO	America/Santo_Domingo
3509578	Ciudad Nueva	18.467	-69.893	DO	America/Santo_Domingo
3511233	Bonao	18.937	-70.409	DO	America/Santo_Domingo
3511336	Boca Chica	18.450	-69.600	DO	America/Santo_Domingo
3511540	San Cristobal	18.417	-70.100	DO	America/Santo_Domingo
3511550	Bella Vista	18.455	-69.945	DO	America/Santo_Domingo
3511626	Bayaguana	18.750	-69.635	DO	America/Santo_Domingo
3512067	Bani	18.280	-70.332	DO	America/Santo_Domingo
3512128	Bajos de Haina	18.415	-70.033	DO	America/Santo_Domingo
3512208	Azua	18.453	-70.735	DO	America/Santo_Domingo
7874116	Santo Domingo Oeste	18.500	-70.000	DO	America/Santo_Domingo
8601412	Santo Domingo Este	18.488	-69.857	DO	America/Santo_Domingo
2474141	Boumerdas	36.766	3.477	DZ	Africa/Algiers
2474399	Zighout Youcef	36.533	6.712	DZ	Africa/Algiers
2474506	Zeribet el Oued	34.683	6.511	DZ	Africa/Algiers
2474583	Zeralda	36.712	2.842	DZ	Africa/Algiers
2474638	Zemoura	35.723	0.755	DZ	Africa/Algiers
2475475	Touggourt	33.111	6.070	DZ	Africa/Algiers
2475612	Tolga	34.722	5.378	DZ	Africa/Algiers
2475687	Tlemcen	34.878	-1.315	DZ	Africa/Algiers
2475740	Tizi Rached	36.672	4.192	DZ	Africa/Algiers
2475744	Tizi Ouzou	36.712	4.046	DZ	Africa/Algiers
2475752	Tizi-n-Tleta	36.546	4.057	DZ	Africa/Algiers
2475764	Tizi Gheniff	36.588	3.774	DZ	Africa/Algiers
2475860	Tissemsilt	35.607	1.811	DZ	Africa/Algiers
2475921	Tirmitine	36.654	3.981	DZ	Africa/Algiers
2476028	Tipasa	36.590	2.449	DZ	Africa/Algiers
2476301	Tindouf	27.671	-8.147	DZ	Africa/Algiers
2476396	Timizart	36.800	4.267	DZ	Africa/Algiers
2476403	Timimoun	29.264	0.236	DZ	Africa/Algiers
2476412	el hed	36.650	4.774	DZ	Africa/Algiers
2476700	Tighenif	35.417	0.330	DZ	Africa/Algiers
2476897	Tiaret	35.371	1.317	DZ	Africa/Algiers
2476915	Theniet el Had	35.871	2.028	DZ	Africa/Algiers
2476917	Thenia	36.725	3.557	DZ	Africa/Algiers
2477148	Tenes	36.511	1.308	DZ	Africa/Algiers
2477255	Telerghma	36.117	6.354	DZ	Africa/Algiers
2477461	Tebessa	35.404	8.124	DZ	Africa/Algiers
2477462	Tebesbest	33.117	6.083	DZ	Africa/Algiers
2477528	Tazoult-Lambese	35.482	6.261	DZ	Africa/Algiers
2478216	Tamanghasset	22.785	5.523	DZ	Africa/Algiers
2478226	Tamalous	36.838	6.640	DZ	Africa/Algiers
2478509	Taibet	33.085	6.389	DZ	Africa/Algiers
2478831	Tadmait	36.744	3.900	DZ	Africa/Algiers
2478876	Tadjenanet	36.121	5.987	DZ	Africa/Algiers
2479161	Sour el Ghozlane	36.148	3.691	DZ	Africa/Algiers
2479183	Souma	36.518	2.905	DZ	Africa/Algiers
2479203	Lardjem	35.749	1.548	DZ	Africa/Algiers
2479215	Souk Ahras	36.286	7.951	DZ	Africa/Algiers
2479247	Sougueur	35.186	1.496	DZ	Africa/Algiers
2479536	Skikda	36.876	6.909	DZ	Africa/Algiers
2479609	Sig	35.528	-0.194	DZ	Africa/Algiers
2479916	Sidi Okba	34.745	5.898	DZ	Africa/Algiers
2479966	Sidi Moussa	36.606	3.088	DZ	Africa/Algiers
2480198	Sidi Merouane	36.521	6.261	DZ	Africa/Algiers
2480368	Sidi Khaled	34.387	4.988	DZ	Africa/Algiers
2480618	Sidi ech Chahmi	35.659	-0.522	DZ	Africa/Algiers
2481007	Sidi Bel Abbes	35.190	-0.631	DZ	Africa/Algiers
2481058	Sidi Amrane	33.499	6.008	DZ	Africa/Algiers
2481207	Sidi Akkacha	36.465	1.303	DZ	Africa/Algiers
2481246	Sidi Aissa	35.885	3.772	DZ	Africa/Algiers
2481389	Sidi Abdelli	35.069	-1.137	DZ	Africa/Algiers
2481639	Sfizef	35.235	-0.244	DZ	Africa/Algiers
2481700	Setif	36.191	5.414	DZ	Africa/Algiers
2482090	Sedrata	36.129	7.534	DZ	Africa/Algiers
2482159	Seddouk	36.547	4.686	DZ	Africa/Algiers
2482211	Sebdou	34.637	-1.331	DZ	Africa/Algiers
2482390	Saoula	36.705	3.025	DZ	Africa/Algiers
2482447	Salah Bey	35.855	5.291	DZ	Africa/Algiers
2482572	Saida	34.830	0.152	DZ	Africa/Algiers
2482886	Rouissat	31.924	5.350	DZ	Africa/Algiers
2482908	Rouiba	36.738	3.281	DZ	Africa/Algiers
2482939	Rouached	36.458	6.043	DZ	Africa/Algiers
2483000	Robbah	33.280	6.910	DZ	Africa/Algiers
2483649	Remchi	35.062	-1.434	DZ	Africa/Algiers
2483668	Relizane	35.737	0.556	DZ	Africa/Algiers
2483746	Reguiba	33.564	6.703	DZ	Africa/Algiers
2483757	Reghaia	36.736	3.340	DZ	Africa/Algiers
2483761	Reggane	26.716	0.171	DZ	Africa/Algiers
2483936	Ras el Oued	35.944	5.031	DZ	Africa/Algiers
2483968	Ras el Aioun	35.674	5.645	DZ	Africa/Algiers
2484620	Oum el Bouaghi	35.875	7.114	DZ	Africa/Algiers
2484777	Ouled Slama Fouaga	36.548	3.110	DZ	Africa/Algiers
2484835	Ouled Moussa	36.684	3.367	DZ	Africa/Algiers
2484846	Ouled Mimoun	34.905	-1.034	DZ	Africa/Algiers
2484891	Ouled Haddaj	36.715	3.342	DZ	Africa/Algiers
2484933	Ouled Djellal	34.430	5.061	DZ	Africa/Algiers
2485540	Ouenza	35.953	8.129	DZ	Africa/Algiers
2485551	Oued Zenati	36.316	7.164	DZ	Africa/Algiers
2485572	Oued Sly	36.101	1.199	DZ	Africa/Algiers
2485582	Oued Rhiou	35.961	0.919	DZ	Africa/Algiers
2485618	Oued Fodda	36.185	1.533	DZ	Africa/Algiers
2485633	Oued el Alleug	36.555	2.790	DZ	Africa/Algiers
2485636	Oued el Abtal	35.456	0.688	DZ	Africa/Algiers
2485801	Ouargla	31.949	5.325	DZ	Africa/Algiers
2485926	Oran	35.699	-0.636	DZ	Africa/Algiers
2486177	N'Gaous	35.555	5.611	DZ	Africa/Algiers
2486284	Nedroma	35.014	-1.748	DZ	Africa/Algiers
2486505	Naciria	36.746	3.832	DZ	Africa/Algiers
2486690	M'Sila	35.709	4.537	DZ	Africa/Algiers
2486825	Mouzaia	36.467	2.690	DZ	Africa/Algiers
2487134	Mostaganem	35.931	0.089	DZ	Africa/Algiers
2487293	Mohammadia	35.589	0.069	DZ	Africa/Algiers
2487444	Miliana	36.306	2.225	DZ	Africa/Algiers
2487452	Mila	36.450	6.264	DZ	Africa/Algiers
2487620	Metlili Chaamba	32.267	3.633	DZ	Africa/Algiers
2487772	Messaad	34.154	3.503	DZ	Africa/Algiers
2487805	Meskiana	35.631	7.666	DZ	Africa/Algiers
2487852	Mers el Kebir	35.728	-0.708	DZ	Africa/Algiers
2487882	Merouana	35.631	5.912	DZ	Africa/Algiers
2488202	Melouza	35.980	4.187	DZ	Africa/Algiers
2488500	Mekla	36.682	4.264	DZ	Africa/Algiers
2488616	Mehdia daira de meghila	35.431	1.757	DZ	Africa/Algiers
2488716	Megarine	33.192	6.087	DZ	Africa/Algiers
2488722	Meftah	36.620	3.222	DZ	Africa/Algiers
2488835	Medea	36.264	2.754	DZ	Africa/Algiers
2489865	Mecheria	33.545	-0.281	DZ	Africa/Algiers
2489922	M'Daourouch	36.078	7.820	DZ	Africa/Algiers
2489987	Mazouna	36.122	0.899	DZ	Africa/Algiers
2490098	Mascara	35.397	0.140	DZ	Africa/Algiers
2490180	Mansourah	36.087	4.452	DZ	Africa/Algiers
2490183	Mansoura	34.862	-1.339	DZ	Africa/Algiers
2490297	Makouda	36.786	4.063	DZ	Africa/Algiers
2490584	Maghnia	34.850	-1.728	DZ	Africa/Algiers
2491042	L'Arbaa Nait Irathen	36.631	4.199	DZ	Africa/Algiers
2491050	Larbaa	36.565	3.154	DZ	Africa/Algiers
2491134	Lakhdaria	36.565	3.593	DZ	Africa/Algiers
2491191	Laghouat	33.800	2.865	DZ	Africa/Algiers
2491323	Ksar el Boukhari	35.889	2.749	DZ	Africa/Algiers
2491335	Ksar Chellala	35.212	2.319	DZ	Africa/Algiers
2491578	Kolea	36.639	2.768	DZ	Africa/Algiers
2491889	Khenchela	35.436	7.143	DZ	Africa/Algiers
2491911	Khemis Miliana	36.261	2.220	DZ	Africa/Algiers
2491913	Khemis el Khechna	36.650	3.331	DZ	Africa/Algiers
2492345	Kerkera	36.929	6.586	DZ	Africa/Algiers
2492809	Kais	35.495	6.925	DZ	Africa/Algiers
2492913	Jijel	36.821	5.764	DZ	Africa/Algiers
2492920	Djidiouia	35.930	0.829	DZ	Africa/Algiers
2493605	Ighram	36.463	4.505	DZ	Africa/Algiers
2493918	Hennaya	34.951	-1.368	DZ	Africa/Algiers
2493956	Heliopolis	36.504	7.443	DZ	Africa/Algiers
2494029	Hassi Messaoud	31.680	6.073	DZ	Africa/Algiers
2494065	Assi Bou Nif	35.692	-0.499	DZ	Africa/Algiers
2494073	Hassi Bahbah	35.071	3.030	DZ	Africa/Algiers
2494548	Hammamet	35.449	7.952	DZ	Africa/Algiers
2494554	Hammam Bou Hadjar	35.379	-0.968	DZ	Africa/Algiers
2494610	Hamma Bouziane	36.412	6.596	DZ	Africa/Algiers
2494962	Hadjout	36.513	2.414	DZ	Africa/Algiers
2495524	Guerara	32.792	4.499	DZ	Africa/Algiers
2495601	Guemar	33.485	6.797	DZ	Africa/Algiers
2495662	Guelma	36.462	7.426	DZ	Africa/Algiers
2495846	Grarem	36.516	6.327	DZ	Africa/Algiers
2496042	Ghazaouet	35.096	-1.858	DZ	Africa/Algiers
2496049	Ghardaia	32.491	3.673	DZ	Africa/Algiers
2496059	Gdyel	35.781	-0.426	DZ	Africa/Algiers
2496232	Frenda	35.065	1.049	DZ	Africa/Algiers
2496241	Freha	36.752	4.316	DZ	Africa/Algiers
2496573	Feraoun	36.560	4.855	DZ	Africa/Algiers
2496643	Feidh el Botma	34.500	3.767	DZ	Africa/Algiers
2496681	Fedj M'Zala	36.409	5.945	DZ	Africa/Algiers
2497060	Es Senia	35.648	-0.624	DZ	Africa/Algiers
2497269	En Nedjma	35.648	-0.570	DZ	Africa/Algiers
2497411	El Oued	33.356	6.863	DZ	Africa/Algiers
2497509	El Milia	36.755	6.273	DZ	Africa/Algiers
2497655	El Meghaier	33.951	5.922	DZ	Africa/Algiers
2497714	El Malah	35.391	-1.092	DZ	Africa/Algiers
2497796	El Kseur	36.679	4.856	DZ	Africa/Algiers
2497849	El Khroub	36.263	6.694	DZ	Africa/Algiers
2497988	El Kala	36.896	8.443	DZ	Africa/Algiers
2498000	El Idrissia	34.445	2.527	DZ	Africa/Algiers
2498172	El Hadjira	32.613	5.513	DZ	Africa/Algiers
2498183	El Hadjar	36.804	7.737	DZ	Africa/Algiers
2498305	El Menia	30.576	2.884	DZ	Africa/Algiers
2498392	El Eulma	36.153	5.690	DZ	Africa/Algiers
2498543	El Bayadh	33.683	1.019	DZ	Africa/Algiers
2498590	El Attaf	36.224	1.672	DZ	Africa/Algiers
2498611	Chlef	36.165	1.335	DZ	Africa/Algiers
2498614	El Arrouch	36.653	6.836	DZ	Africa/Algiers
2498667	El Aouinet	35.867	7.887	DZ	Africa/Algiers
2498704	El Amria	35.524	-1.016	DZ	Africa/Algiers
2498752	El Affroun	36.470	2.625	DZ	Africa/Algiers
2498766	El Achir	36.064	4.627	DZ	Africa/Algiers
2498775	El Abiodh Sidi Cheikh	32.893	0.548	DZ	Africa/Algiers
2498782	El Abadia	36.270	1.686	DZ	Africa/Algiers
2498954	Ech Chettia	36.196	1.255	DZ	Africa/Algiers
2499055	Drean	36.685	7.751	DZ	Africa/Algiers
2499104	Draa el Mizan	36.536	3.833	DZ	Africa/Algiers
2499116	Draa Ben Khedda	36.734	3.962	DZ	Africa/Algiers
2499193	Douera	36.670	2.944	DZ	Africa/Algiers
2500017	Djelfa	34.673	3.263	DZ	Africa/Algiers
2500282	Djamaa	33.534	5.993	DZ	Africa/Algiers
2500401	Didouche Mourad	36.453	6.636	DZ	Africa/Algiers
2500583	Dellys	36.917	3.913	DZ	Africa/Algiers
